exploration_level,baseline_audio_similarity,enhanced_audio_similarity,baseline_genre_diversity,enhanced_genre_diversity,baseline_artist_diversity,enhanced_artist_diversity,baseline_mean_popularity,enhanced_mean_popularity,baseline_runtime_ms,enhanced_runtime_ms
0.0,0.6711760943235467,0.8924600351050033,0.10000000000000002,0.10000000000000002,0.3703703703703704,0.8407407407407407,68.83333333333333,62.583333333333336,255.8992833331407,281.7541999997957
0.5,0.5858803680883714,0.9485232913900553,0.9,0.9333333333333332,1.0,1.0,95.7,76.7,251.0416500000853,267.2036333331865
1.0,0.5768695878733511,0.949841208544716,1.0,1.0,1.0,1.0,94.75,76.76666666666667,246.03959999982786,268.81751666648296
